Mode,Task ID,Success,Valid Success,Safety Veto,Latency (s),Actual Cost ($),GPT5 Baseline ($),Savings (%),Iterations,Escalated,Error
loop_only,HumanEval/122,1,1,0,8.15,0.0002004999999999993,0.00394375,94.92,1,0,
loop_only,HumanEval/123,1,1,0,6.56,0.00017994999999999817,0.003035,94.07,1,0,
loop_only,HumanEval/124,1,1,0,8.54,0.00026944999999999747,0.0055625,95.16,1,0,
loop_only,HumanEval/125,1,1,0,12.8,0.0005690749999999953,0.00527875,89.22,2,0,
loop_only,HumanEval/126,1,1,0,9.94,0.00026052499999999756,0.005535,95.29,1,0,
loop_only,HumanEval/127,0,0,0,9.12,0.0002808250000000054,0.0054600000000000004,94.86,1,0,
loop_only,HumanEval/128,1,1,0,16.89,0.0005219750000000009,0.00356625,85.36,2,0,
loop_only,HumanEval/129,1,1,0,23.73,0.0009783999999999973,0.00805875,87.86,2,0,
loop_only,HumanEval/130,0,0,0,27.12,0.0009141250000000017,0.00583625,84.34,2,0,
loop_only,HumanEval/131,1,1,0,5.18,0.00013567500000000177,0.0025425,94.66,1,0,
loop_only,HumanEval/132,0,0,0,19.7,0.000857050000000005,0.005690000000000001,84.94,2,0,
loop_only,HumanEval/133,1,1,0,5.63,0.00015935000000000255,0.0032400000000000003,95.08,1,0,
loop_only,HumanEval/134,0,0,0,29.16,0.0009745499999999976,0.022465,95.66,1,0,
loop_only,HumanEval/135,1,1,0,10.05,0.0002599749999999956,0.0060825,95.73,1,0,
loop_only,HumanEval/136,1,1,0,5.41,0.0001827249999999947,0.00332125,94.5,1,0,
loop_only,HumanEval/137,1,1,0,8.43,0.0002992750000000016,0.00579,94.83,1,0,
loop_only,HumanEval/138,1,1,0,7.94,0.00020860000000000323,0.00465,95.51,1,0,
loop_only,HumanEval/139,1,1,0,4.27,0.00013747499999999802,0.0021125000000000002,93.49,1,0,
loop_only,HumanEval/140,1,1,0,7.85,0.0002665749999999911,0.005306249999999999,94.98,1,0,
loop_only,HumanEval/141,1,1,0,7.8,0.0002595000000000097,0.00474125,94.53,1,0,
loop_only,HumanEval/142,1,1,0,11.56,0.00030220000000000247,0.007785,96.12,1,0,
loop_only,HumanEval/143,1,1,0,8.84,0.00021002500000000257,0.0037575,94.41,1,0,
loop_only,HumanEval/144,1,0,1,12.66,0.0006096000000000018,0.0059975,89.84,2,0,
loop_only,HumanEval/145,0,0,0,6.75,0.00022424999999999529,0.0042474999999999995,94.72,1,0,
loop_only,HumanEval/146,1,1,0,5.8,0.00018092499999999845,0.0033125,94.54,1,0,
loop_only,HumanEval/147,1,1,0,10.59,0.00024715000000000154,0.006339999999999999,96.1,1,0,
loop_only,HumanEval/148,1,1,0,11.39,0.0004061750000000086,0.0088175,95.39,1,0,
loop_only,HumanEval/149,1,1,0,5.91,0.0001520500000000008,0.0023274999999999997,93.47,1,0,
loop_only,HumanEval/150,1,1,0,6.09,0.0001281250000000067,0.00267125,95.2,1,0,
loop_only,HumanEval/151,1,1,0,9.33,0.00023560000000000247,0.005775000000000001,95.92,1,0,
loop_only,HumanEval/152,1,1,0,8.92,0.00021820000000000173,0.00446125,95.11,1,0,
loop_only,HumanEval/153,1,1,0,6.47,0.00024342499999999156,0.00414375,94.13,1,0,
loop_only,HumanEval/154,1,1,0,14.83,0.000461749999999983,0.0037725,87.76,2,0,
loop_only,HumanEval/155,1,1,0,7.0,0.00014850000000000974,0.0023587499999999997,93.7,1,0,
loop_only,HumanEval/156,1,1,0,6.36,0.00023057499999999675,0.004275,94.61,1,0,
loop_only,HumanEval/157,1,1,0,6.38,0.00017055000000000542,0.00304875,94.41,1,0,
loop_only,HumanEval/158,1,1,0,9.46,0.00022775000000001266,0.0035337499999999996,93.56,1,0,
loop_only,HumanEval/159,0,0,0,9.03,0.00024380000000000235,0.0048675,94.99,1,0,
loop_only,HumanEval/160,1,0,1,20.47,0.0007534500000000166,0.00623375,87.91,2,0,
loop_only,HumanEval/161,1,1,0,5.83,0.00018374999999999642,0.0033275,94.48,1,0,
loop_only,HumanEval/162,0,0,0,12.59,0.00036167499999999186,0.00313875,88.48,2,0,
loop_only,HumanEval/163,0,0,0,5.99,0.00014072499999999433,0.00317875,95.57,1,0,
fallback_only,HumanEval/0,1,1,0,4.62,0.00015624999999999667,0.00284875,94.52,1,0,
fallback_only,HumanEval/1,1,1,0,19.13,0.0034814999999999985,0.00279625,-24.51,1,1,
fallback_only,HumanEval/2,1,1,0,5.5,0.00015360000000000373,0.00212875,92.78,1,0,
fallback_only,HumanEval/3,1,1,0,5.7,0.00013727500000000614,0.00195,92.96,1,0,
fallback_only,HumanEval/4,1,1,0,4.71,0.00016769999999999285,0.00317,94.71,1,0,
fallback_only,HumanEval/5,1,1,0,6.07,0.00019039999999999335,0.003555,94.64,1,0,
fallback_only,HumanEval/6,1,1,0,8.33,0.00022387499999999838,0.0039900000000000005,94.39,1,0,
fallback_only,HumanEval/7,1,1,0,4.95,0.00015274999999999317,0.00212875,92.82,1,0,
fallback_only,HumanEval/8,1,1,0,5.79,0.000171774999999999,0.00307,94.4,1,0,
fallback_only,HumanEval/9,1,1,0,5.95,0.0001830000000000026,0.0030275,93.96,1,0,
fallback_only,HumanEval/10,1,1,0,6.35,0.00022935000000000316,0.00362875,93.68,1,0,
fallback_only,HumanEval/11,1,1,0,5.22,0.00016079999999998873,0.0028299999999999996,94.32,1,0,
fallback_only,HumanEval/12,1,1,0,7.36,0.00016492499999999632,0.00279,94.09,1,0,
fallback_only,HumanEval/13,1,1,0,5.79,0.00012432499999999458,0.00185125,93.28,1,0,
fallback_only,HumanEval/14,1,1,0,3.85,0.00011292499999999983,0.00182625,93.82,1,0,
fallback_only,HumanEval/15,1,1,0,4.17,8.39499999999993e-05,0.00103875,91.92,1,0,
fallback_only,HumanEval/16,1,1,0,5.67,0.00014790000000000636,0.002365,93.75,1,0,
fallback_only,HumanEval/17,1,1,0,7.4,0.00022170000000000523,0.004295,94.84,1,0,
fallback_only,HumanEval/18,1,1,0,6.21,0.00016755000000000242,0.0033137500000000003,94.94,1,0,
fallback_only,HumanEval/19,1,1,0,7.18,0.00019707500000000489,0.00373375,94.72,1,0,
fallback_only,HumanEval/20,1,1,0,8.33,0.00022537499999999988,0.004472500000000001,94.96,1,0,
fallback_only,HumanEval/21,1,1,0,6.35,0.00017414999999999792,0.00346875,94.98,1,0,
fallback_only,HumanEval/22,1,1,0,3.31,0.00010224999999999818,0.00117,91.26,1,0,
fallback_only,HumanEval/23,1,1,0,3.17,7.127500000000953e-05,0.0007075,89.93,1,0,
fallback_only,HumanEval/24,1,1,0,7.17,0.0001567749999999979,0.0027487500000000003,94.3,1,0,
fallback_only,HumanEval/25,1,1,0,8.21,0.0002378749999999985,0.00427,94.43,1,0,
fallback_only,HumanEval/26,1,1,0,5.68,0.00015482499999999733,0.0027775,94.43,1,0,
fallback_only,HumanEval/27,1,1,0,4.07,9.947500000000165e-05,0.00096375,89.68,1,0,
fallback_only,HumanEval/28,1,1,0,4.0,7.624999999999993e-05,0.00088375,91.37,1,0,
fallback_only,HumanEval/29,1,1,0,4.15,9.212499999999846e-05,0.0012224999999999998,92.46,1,0,
fallback_only,HumanEval/30,1,1,0,5.62,9.842499999999921e-05,0.001815,94.58,1,0,
fallback_only,HumanEval/31,1,1,0,4.37,0.00014265000000000805,0.0026675,94.65,1,0,
fallback_only,HumanEval/32,0,0,0,54.08,0.00728127499999999,0.0080575,9.63,1,1,
fallback_only,HumanEval/33,0,0,0,10.32,0.00030617500000000575,0.007335,95.83,1,0,
fallback_only,HumanEval/34,1,1,0,4.11,8.002499999999746e-05,0.001285,93.77,1,0,
fallback_only,HumanEval/35,1,1,0,7.51,0.00013227500000000114,0.00234625,94.36,1,0,
fallback_only,HumanEval/36,0,0,0,13.85,0.0004025000000000001,0.011872500000000001,96.61,1,0,
fallback_only,HumanEval/37,1,1,0,6.0,0.00018970000000000098,0.0037175,94.9,1,0,
fallback_only,HumanEval/38,0,0,0,11.56,0.00036252500000000243,0.0081225,95.54,1,0,
fallback_only,HumanEval/39,1,1,0,6.45,0.00021844999999999504,0.00427375,94.89,1,0,
fallback_only,HumanEval/40,1,1,0,25.53,0.0030511250000000018,0.0033725,9.53,1,1,
fallback_only,HumanEval/41,1,1,0,10.95,0.0003162000000000026,0.00582,94.57,1,0,
fallback_only,HumanEval/42,1,1,0,5.71,9.679999999999411e-05,0.0018399999999999998,94.74,1,0,
fallback_only,HumanEval/43,1,1,0,6.25,0.00020794999999999841,0.00425,95.11,1,0,
fallback_only,HumanEval/44,1,1,0,7.02,0.0001586499999999963,0.0030475,94.79,1,0,
fallback_only,HumanEval/45,1,1,0,3.7,6.872500000000559e-05,0.0009412499999999999,92.7,1,0,
fallback_only,HumanEval/46,1,1,0,8.21,0.00018279999999999685,0.00403625,95.47,1,0,
fallback_only,HumanEval/47,1,1,0,6.08,0.00017245000000000454,0.0034575,95.01,1,0,
fallback_only,HumanEval/48,1,1,0,5.75,0.00017219999999999736,0.0029825,94.23,1,0,
fallback_only,HumanEval/49,1,1,0,4.01,0.00010840000000000849,0.00136625,92.07,1,0,
fallback_only,HumanEval/50,0,0,0,28.62,0.003025550000000002,0.00311625,2.91,1,1,
fallback_only,HumanEval/51,1,1,0,7.54,0.00012995000000000367,0.0013875,90.63,1,0,
fallback_only,HumanEval/52,1,1,0,3.71,0.00010720000000000174,0.0016825,93.63,1,0,
fallback_only,HumanEval/53,1,1,0,4.47,9.309999999999874e-05,0.00129,92.78,1,0,
fallback_only,HumanEval/54,1,1,0,7.69,0.00015087500000000864,0.0030062500000000002,94.98,1,0,
fallback_only,HumanEval/55,1,1,0,6.8,0.00015824999999999867,0.00299875,94.72,1,0,
fallback_only,HumanEval/56,1,1,0,8.24,0.00018840000000000523,0.00275,93.15,1,0,
fallback_only,HumanEval/57,1,1,0,9.29,0.00017335000000000267,0.0033812499999999997,94.87,1,0,
fallback_only,HumanEval/58,1,1,0,8.45,0.00014747500000000802,0.0033562500000000003,95.61,1,0,
fallback_only,HumanEval/59,1,1,0,7.18,0.00017709999999999948,0.0035225,94.97,1,0,
fallback_only,HumanEval/60,1,1,0,4.59,9.45499999999988e-05,0.00175125,94.6,1,0,
fallback_only,HumanEval/61,1,1,0,7.28,0.000201975000000007,0.0032675,93.82,1,0,
fallback_only,HumanEval/62,1,1,0,7.71,0.00016184999999999117,0.0030175,94.64,1,0,
fallback_only,HumanEval/63,1,1,0,6.97,0.00019755000000000467,0.0040575,95.13,1,0,
fallback_only,HumanEval/64,1,1,0,9.01,0.00027425000000000366,0.00584,95.3,1,0,
fallback_only,HumanEval/65,1,1,0,37.57,0.0024904250000000044,0.00247625,-0.57,1,1,
fallback_only,HumanEval/66,1,1,0,6.18,0.00014922499999998895,0.0025624999999999997,94.18,1,0,
fallback_only,HumanEval/67,1,0,1,6.35,0.000249474999999999,0.004676250000000001,94.67,1,0,
fallback_only,HumanEval/68,1,1,0,7.07,0.00023350000000001148,0.00420375,94.45,1,0,
fallback_only,HumanEval/69,1,1,0,5.58,0.000183875,0.00396,95.36,1,0,
fallback_only,HumanEval/70,1,1,0,20.76,0.002034825000000004,0.00216875,6.18,1,1,
fallback_only,HumanEval/71,1,1,0,5.79,0.00013002500000000583,0.002455,94.7,1,0,
fallback_only,HumanEval/72,1,1,0,8.18,0.00019215000000000204,0.003575,94.63,1,0,
fallback_only,HumanEval/73,1,1,0,8.69,0.0001820000000000016,0.00413,95.59,1,0,
fallback_only,HumanEval/74,1,1,0,8.68,0.0002062000000000036,0.004245,95.14,1,0,
fallback_only,HumanEval/75,0,0,0,9.12,0.00026055000000001216,0.005614999999999999,95.36,1,0,
fallback_only,HumanEval/76,1,1,0,65.45,0.002450350000000004,0.00262125,6.52,1,1,
fallback_only,HumanEval/77,1,1,0,26.54,0.001891150000000008,0.00198125,4.55,1,1,
fallback_only,HumanEval/78,1,1,0,15.29,0.0018311749999999904,0.0022275000000000003,17.79,1,1,
fallback_only,HumanEval/79,1,1,0,6.2,0.00014972500000000333,0.0023375,93.59,1,0,
fallback_only,HumanEval/80,1,1,0,7.14,0.00018324999999999592,0.00388625,95.28,1,0,
fallback_only,HumanEval/81,0,0,0,10.8,0.00029144999999999865,0.00593125,95.09,1,0,
fallback_only,HumanEval/82,1,1,0,5.94,0.00017679999999999085,0.003275,94.6,1,0,
fallback_only,HumanEval/83,1,1,0,13.19,0.0002962749999999986,0.00847,96.5,1,0,
fallback_only,HumanEval/84,1,1,0,29.88,0.0015855749999999919,0.00167,5.06,1,1,
fallback_only,HumanEval/85,1,1,0,5.18,0.00015089999999999548,0.0026925,94.4,1,0,
fallback_only,HumanEval/86,1,1,0,5.77,0.0002671749999999945,0.00443375,93.97,1,0,
fallback_only,HumanEval/87,1,1,0,8.03,0.0002908999999999967,0.0069975,95.84,1,0,
fallback_only,HumanEval/88,1,1,0,7.67,0.0002701999999999982,0.00557625,95.15,1,0,
fallback_only,HumanEval/89,1,1,0,12.5,0.00029214999999999103,0.00714125,95.91,1,0,
fallback_only,HumanEval/90,1,1,0,6.96,0.00017595000000000804,0.00316875,94.45,1,0,
fallback_only,HumanEval/91,1,1,0,61.22,0.002940474999999998,0.0029475,0.24,1,1,
fallback_only,HumanEval/92,1,1,0,7.28,0.0001862249999999982,0.0036325,94.87,1,0,
fallback_only,HumanEval/93,1,1,0,47.79,0.0030059500000000072,0.00233,-29.01,1,1,
fallback_only,HumanEval/94,1,1,0,7.5,0.0002912749999999936,0.00705,95.87,1,0,
fallback_only,HumanEval/95,1,1,0,8.22,0.00025884999999999103,0.005175,95.0,1,0,
fallback_only,HumanEval/96,1,1,0,8.4,0.00023059999999999747,0.005785,96.01,1,0,
fallback_only,HumanEval/97,1,1,0,6.19,0.00013552499999999745,0.00247625,94.53,1,0,
fallback_only,HumanEval/98,1,1,0,14.45,0.001263475,0.00124375,-1.59,1,1,
fallback_only,HumanEval/99,1,1,0,40.36,0.0025751499999999983,0.00215875,-19.29,1,1,
fallback_only,HumanEval/100,0,0,0,7.68,0.00020494999999999541,0.00442875,95.37,1,0,
fallback_only,HumanEval/101,1,1,0,4.82,0.00012847499999998901,0.00202875,93.67,1,0,
fallback_only,HumanEval/102,0,0,0,7.36,0.0002055499999999988,0.00383,94.63,1,0,
fallback_only,HumanEval/103,1,0,1,7.23,0.00020499999999998297,0.0039387499999999995,94.8,1,0,
fallback_only,HumanEval/104,1,1,0,5.82,0.00018730000000000135,0.0028699999999999997,93.47,1,0,
fallback_only,HumanEval/105,1,1,0,9.53,0.00020834999999999604,0.00398875,94.78,1,0,
fallback_only,HumanEval/106,0,0,0,8.08,0.0002605499999999983,0.00588875,95.58,1,0,
fallback_only,HumanEval/107,1,1,0,7.5,0.00022325000000000816,0.004486250000000001,95.02,1,0,
fallback_only,HumanEval/108,1,1,0,19.74,0.002050300000000005,0.00211875,3.23,1,1,
fallback_only,HumanEval/109,1,1,0,10.06,0.0003277499999999878,0.00632,94.81,1,0,
fallback_only,HumanEval/110,1,1,0,8.14,0.00023485000000000866,0.004889999999999999,95.2,1,0,
fallback_only,HumanEval/111,1,1,0,22.38,0.0020383499999999943,0.0016925,-20.43,1,1,
fallback_only,HumanEval/112,1,1,0,6.03,0.00015439999999999898,0.00252875,93.89,1,0,
fallback_only,HumanEval/113,1,1,0,9.17,0.0002712250000000138,0.0054600000000000004,95.03,1,0,
fallback_only,HumanEval/114,1,1,0,34.32,0.0038945750000000112,0.00374375,-4.03,1,1,
fallback_only,HumanEval/115,1,1,0,9.08,0.0002644249999999848,0.005327500000000001,95.04,1,0,
fallback_only,HumanEval/116,1,1,0,7.69,0.00032412500000000843,0.00731625,95.57,1,0,
fallback_only,HumanEval/117,1,1,0,9.0,0.00026190000000000935,0.005039999999999999,94.8,1,0,
fallback_only,HumanEval/118,1,1,0,20.32,0.002647399999999994,0.0025362500000000003,-4.38,1,1,
fallback_only,HumanEval/119,1,1,0,6.37,0.00024079999999998547,0.004719999999999999,94.9,1,0,
fallback_only,HumanEval/120,1,1,0,5.02,0.00019497499999998613,0.003825,94.9,1,0,
fallback_only,HumanEval/121,1,1,0,8.02,0.0001508999999999816,0.0034950000000000003,95.68,1,0,
fallback_only,HumanEval/122,1,1,0,9.17,0.0002139500000000183,0.00395375,94.59,1,0,
fallback_only,HumanEval/123,1,1,0,7.27,0.0001679250000000132,0.003055,94.5,1,0,
fallback_only,HumanEval/124,1,1,0,7.25,0.0002670750000000055,0.0056425,95.27,1,0,
fallback_only,HumanEval/125,1,1,0,7.59,0.0002514499999999864,0.00533875,95.29,1,0,
fallback_only,HumanEval/126,1,1,0,20.39,0.0020030000000000048,0.001945,-2.98,1,1,
fallback_only,HumanEval/127,0,0,0,7.54,0.00027744999999998465,0.00549,94.95,1,0,
fallback_only,HumanEval/128,1,1,0,7.26,0.00020340000000002023,0.004306249999999999,95.28,1,0,
fallback_only,HumanEval/129,1,1,0,81.68,0.006540775000000026,0.00678875,3.65,1,1,
fallback_only,HumanEval/130,0,0,0,14.03,0.000335274999999996,0.01048625,96.8,1,0,
fallback_only,HumanEval/131,1,1,0,5.2,0.00014415000000000955,0.0023825,93.95,1,0,
fallback_only,HumanEval/132,0,0,0,16.02,0.0004485750000000066,0.00876,94.88,1,0,
fallback_only,HumanEval/133,1,1,0,7.18,0.00017224999999998492,0.00361,95.23,1,0,
fallback_only,HumanEval/134,1,1,0,42.99,0.0016955750000000047,0.0011250000000000001,-50.72,1,1,
fallback_only,HumanEval/135,1,1,0,7.07,0.00018920000000000048,0.0040625,95.34,1,0,
fallback_only,HumanEval/136,1,1,0,23.35,0.0028026749999999767,0.00266125,-5.31,1,1,
fallback_only,HumanEval/137,1,1,0,9.29,0.0003002500000000019,0.00561,94.65,1,0,
fallback_only,HumanEval/138,1,1,0,8.42,0.0002236750000000065,0.00526,95.75,1,0,
fallback_only,HumanEval/139,1,1,0,5.25,0.00012365000000000292,0.0021325000000000003,94.2,1,0,
fallback_only,HumanEval/140,1,1,0,7.24,0.00027447499999999625,0.0053662499999999995,94.89,1,0,
fallback_only,HumanEval/141,1,1,0,27.2,0.002193775000000009,0.00215125,-1.98,1,1,
fallback_only,HumanEval/142,1,1,0,8.5,0.00023020000000001373,0.005535,95.84,1,0,
fallback_only,HumanEval/143,1,1,0,6.79,0.00020842500000001207,0.0033375,93.76,1,0,
fallback_only,HumanEval/144,1,0,1,5.29,0.00021657499999999663,0.0037475,94.22,1,0,
fallback_only,HumanEval/145,0,0,0,105.72,0.001649974999999998,0.0015075,-9.45,1,1,
fallback_only,HumanEval/146,1,1,0,8.94,0.00018987499999997826,0.0035724999999999997,94.69,1,0,
fallback_only,HumanEval/147,1,1,0,12.9,0.0002765750000000011,0.006979999999999999,96.04,1,0,
fallback_only,HumanEval/148,1,1,0,9.67,0.00034100000000000796,0.0073475,95.36,1,0,
fallback_only,HumanEval/149,1,1,0,6.1,0.00013852500000000045,0.0023274999999999997,94.05,1,0,
fallback_only,HumanEval/150,1,1,0,7.49,0.00013042499999998958,0.00267125,95.12,1,0,
fallback_only,HumanEval/151,1,1,0,10.17,0.0002501000000000031,0.005555,95.5,1,0,
fallback_only,HumanEval/152,1,1,0,6.67,0.00017342499999997707,0.00383125,95.47,1,0,
fallback_only,HumanEval/153,1,1,0,7.1,0.0002541999999999822,0.00415375,93.88,1,0,
fallback_only,HumanEval/154,1,1,0,42.19,0.0014019499999999852,0.0014325000000000002,2.13,1,1,
fallback_only,HumanEval/155,1,1,0,6.01,0.00016740000000001198,0.0029787499999999996,94.38,1,0,
fallback_only,HumanEval/156,1,1,0,6.9,0.00021699999999999497,0.004355,95.02,1,0,
fallback_only,HumanEval/157,1,1,0,6.76,0.00018297500000000189,0.00334875,94.54,1,0,
fallback_only,HumanEval/158,1,1,0,7.14,0.00022292499999998494,0.0035337499999999996,93.69,1,0,
fallback_only,HumanEval/159,1,1,0,18.44,0.00306010000000001,0.0032575,6.06,1,1,
fallback_only,HumanEval/160,1,0,1,12.11,0.00032722499999998655,0.00589375,94.45,1,0,
fallback_only,HumanEval/161,1,1,0,8.47,0.00019555000000001654,0.0032875,94.05,1,0,
fallback_only,HumanEval/162,1,1,0,25.48,0.001160124999999984,0.00112875,-2.78,1,1,
fallback_only,HumanEval/163,0,0,0,7.3,0.0002064750000000115,0.00381875,94.59,1,0,
full_system,HumanEval/0,1,1,0,6.32,0.00019277500000000614,0.00372875,94.83,1,0,
full_system,HumanEval/1,1,1,0,17.18,0.0006790499999999866,0.00548625,87.62,2,0,
full_system,HumanEval/2,1,1,0,7.05,0.0001551750000000074,0.00248875,93.76,1,0,
full_system,HumanEval/3,1,1,0,5.27,0.00012159999999999949,0.00195,93.76,1,0,
full_system,HumanEval/4,1,1,0,8.15,0.00017819999999998948,0.00294,93.94,1,0,
full_system,HumanEval/5,1,1,0,8.98,0.0001891250000000122,0.003455,94.53,1,0,
full_system,HumanEval/6,1,1,0,8.46,0.00022407499999999025,0.0040100000000000005,94.41,1,0,
full_system,HumanEval/7,1,1,0,6.9,0.00015782500000000033,0.00212875,92.59,1,0,
full_system,HumanEval/8,1,1,0,6.16,0.00015799999999999148,0.0030299999999999997,94.79,1,0,
full_system,HumanEval/9,1,1,0,5.68,0.00012262500000001508,0.0020975,94.15,1,0,
full_system,HumanEval/10,1,1,0,15.8,0.000548350000000003,0.0045787499999999995,88.02,2,0,
full_system,HumanEval/11,1,1,0,4.91,0.00017437499999997663,0.0031699999999999996,94.5,1,0,
full_system,HumanEval/12,1,1,0,4.66,0.00015762499999999458,0.00294,94.64,1,0,
full_system,HumanEval/13,1,1,0,5.16,0.0001293249999999857,0.0018612499999999998,93.05,1,0,
full_system,HumanEval/14,1,1,0,3.88,0.00010272499999999796,0.0017762499999999998,94.22,1,0,
full_system,HumanEval/15,1,1,0,4.02,8.819999999998274e-05,0.00099875,91.17,1,0,
full_system,HumanEval/16,1,1,0,5.63,0.00014842500000000758,0.002525,94.12,1,0,
full_system,HumanEval/17,1,1,0,7.3,0.00023185000000000566,0.0043950000000000005,94.72,1,0,
full_system,HumanEval/18,1,1,0,7.52,0.000181874999999998,0.00333375,94.54,1,0,
full_system,HumanEval/19,1,1,0,6.65,0.000188875000000005,0.0034737500000000003,94.56,1,0,
full_system,HumanEval/20,1,1,0,6.94,0.00024442499999999256,0.004512499999999999,94.58,1,0,
full_system,HumanEval/21,1,1,0,5.31,0.00017252499999997895,0.00336875,94.88,1,0,
full_system,HumanEval/22,1,1,0,5.42,0.0001625249999999967,0.00307,94.71,1,0,
full_system,HumanEval/23,1,1,0,3.13,8.310000000000262e-05,0.0006875000000000001,87.91,1,0,
full_system,HumanEval/24,1,1,0,6.09,0.00014582500000001608,0.00235875,93.82,1,0,
full_system,HumanEval/25,1,1,0,6.57,0.00023779999999998247,0.00437,94.56,1,0,
full_system,HumanEval/26,1,1,0,5.75,0.00016657500000000214,0.0027775,94.0,1,0,
full_system,HumanEval/27,1,1,0,4.43,9.034999999998905e-05,0.00085375,89.42,1,0,
full_system,HumanEval/28,1,1,0,3.6,7.687499999997627e-05,0.00088375,91.3,1,0,
full_system,HumanEval/29,1,1,0,4.7,0.00014190000000000036,0.0022325,93.64,1,0,
full_system,HumanEval/30,1,1,0,4.7,9.592499999999671e-05,0.001815,94.71,1,0,
full_system,HumanEval/31,1,1,0,6.13,0.0001413500000000123,0.0026575,94.68,1,0,
full_system,HumanEval/32,1,1,0,11.02,0.000352474999999991,0.007877499999999999,95.53,1,0,
full_system,HumanEval/33,1,1,0,9.45,0.00027959999999999097,0.0073950000000000005,96.22,1,0,
full_system,HumanEval/34,1,1,0,4.34,8.872500000001171e-05,0.001285,93.1,1,0,
full_system,HumanEval/35,1,1,0,5.59,0.00016517499999998964,0.00234625,92.96,1,0,
full_system,HumanEval/36,0,0,0,26.61,0.0006676999999999933,0.020132499999999998,96.68,1,0,
full_system,HumanEval/37,1,1,0,9.57,0.00020180000000000198,0.0036175,94.42,1,0,
full_system,HumanEval/38,0,0,0,9.6,0.00034537500000000887,0.0074325,95.35,1,0,
full_system,HumanEval/39,1,1,0,112.34,0.006402800000000014,0.00697375,8.19,2,1,
full_system,HumanEval/40,1,1,0,17.76,0.0005570500000000311,0.0051125,89.1,2,0,
full_system,HumanEval/41,0,0,0,8.29,0.0003852749999999905,0.0070799999999999995,94.56,1,0,
full_system,HumanEval/42,1,1,0,4.45,9.377500000001815e-05,0.0018399999999999998,94.9,1,0,
full_system,HumanEval/43,1,1,0,6.51,0.00021175000000001054,0.0038,94.43,1,0,
full_system,HumanEval/44,1,1,0,7.74,0.00016869999999999385,0.0029775,94.33,1,0,
full_system,HumanEval/45,1,1,0,3.81,8.502500000001634e-05,0.00145125,94.14,1,0,
full_system,HumanEval/46,1,1,0,16.99,0.0005326499999999956,0.0058762499999999995,90.94,2,0,
full_system,HumanEval/47,1,1,0,6.33,0.0001741500000000118,0.0036175,95.19,1,0,
full_system,HumanEval/48,1,1,0,6.15,0.0001725250000000067,0.0029425000000000002,94.14,1,0,
full_system,HumanEval/49,1,1,0,6.97,0.00010109999999999286,0.00136625,92.6,1,0,
full_system,HumanEval/50,0,0,1,14.07,0.0004998249999999815,0.00418625,88.06,2,0,
full_system,HumanEval/51,1,1,0,6.32,0.0001532999999999951,0.0020275,92.44,1,0,
full_system,HumanEval/52,1,1,0,4.17,0.00011810000000000986,0.0016825,92.98,1,0,
full_system,HumanEval/53,1,1,0,4.73,9.510000000001462e-05,0.00125,92.39,1,0,
full_system,HumanEval/54,1,1,0,25.91,0.002051049999999971,0.00190625,-7.6,2,1,
full_system,HumanEval/55,1,1,0,5.36,0.00014147500000000202,0.00285875,95.05,1,0,
full_system,HumanEval/56,1,1,0,14.29,0.00044247499999999773,0.00345,87.17,2,0,
full_system,HumanEval/57,1,1,0,6.06,0.00018385000000001317,0.0036612499999999996,94.98,1,0,
full_system,HumanEval/58,1,1,0,5.59,0.00015547499999998826,0.00341625,95.45,1,0,
full_system,HumanEval/59,1,1,0,6.75,0.00018580000000001373,0.0035225,94.73,1,0,
full_system,HumanEval/60,1,1,0,4.73,9.372499999998896e-05,0.00176125,94.68,1,0,
full_system,HumanEval/61,1,1,0,7.78,0.00020444999999999491,0.0032675,93.74,1,0,
full_system,HumanEval/62,1,1,0,6.48,0.00015875000000001305,0.0031875,95.02,1,0,
full_system,HumanEval/63,1,1,0,6.55,0.0001887250000000007,0.0041175,95.42,1,0,
full_system,HumanEval/64,1,1,0,21.08,0.000678375,0.0067,89.88,2,0,
full_system,HumanEval/65,1,1,0,49.51,0.0029215,0.00246625,-18.46,2,1,
full_system,HumanEval/66,1,1,0,5.36,0.00014972499999999986,0.0025724999999999997,94.18,1,0,
full_system,HumanEval/67,1,1,0,8.19,0.000282975,0.0050662500000000004,94.41,1,0,
full_system,HumanEval/68,1,1,0,6.82,0.0002335999999999996,0.00434375,94.62,1,0,
full_system,HumanEval/69,1,1,0,6.67,0.00020162500000000042,0.00411,95.09,1,0,
full_system,HumanEval/70,1,1,0,7.61,0.00021014999999999923,0.00401875,94.77,1,0,
full_system,HumanEval/71,1,1,0,5.32,0.00014532499999999997,0.002455,94.08,1,0,
full_system,HumanEval/72,1,1,0,6.56,0.00018425000000000039,0.003915,95.29,1,0,
full_system,HumanEval/73,1,1,0,6.36,0.0002026500000000004,0.0042,95.17,1,0,
full_system,HumanEval/74,1,1,0,6.54,0.0001992750000000005,0.004245,95.31,1,0,
full_system,HumanEval/75,1,1,0,39.52,0.0029263249999999996,0.002845,-2.86,2,1,
full_system,HumanEval/76,1,1,0,7.97,0.00022082500000000088,0.0056612500000000005,96.1,1,0,
full_system,HumanEval/77,1,1,0,6.6,0.00022850000000000127,0.00439125,94.8,1,0,
